brand,screen,battery,ram,camera,storage,price,phone_name,brand_photo,phone_photo
Asus,6.78,6000,8,50.0,128,481.78,Asus ROG Phone 6,https://cdn.kalvo.com/lib/img/brands/asus.svg,https://cdn.kalvo.com/uploads/img/large/asus-rog-phone-6.jpg
Asus,6.78,6000,18,50.0,512,800.0,Asus ROG Phone 6 Pro,https://cdn.kalvo.com/lib/img/brands/asus.svg,https://cdn.kalvo.com/uploads/img/large/asus-rog-phone-6-pro.jpg
Asus,5.45,3000,2,13.0,16,80.0,Asus ZenFone Lite (L1) ZA551KL,https://cdn.kalvo.com/lib/img/brands/asus.svg,https://cdn.kalvo.com/uploads/img/large/asus-zenfone-lite-l1-za551kl.jpg
Asus,5.45,4000,3,13.0,32,120.0,Asus Zenfone Max (M1) ZB556KL,https://cdn.kalvo.com/lib/img/brands/asus.svg,https://cdn.kalvo.com/uploads/img/large/asus-zenfone-max-m1-zb556kl.jpg
Asus,6.26,5000,3,12.0,32,370.0,Asus Zenfone Max Pro (M2) ZB631KL,https://cdn.kalvo.com/lib/img/brands/asus.svg,https://cdn.kalvo.com/uploads/img/large/asus-zenfone-max-pro-m2-zb631kl.jpg
Asus,6.26,4000,3,12.0,32,310.0,Asus Zenfone Max Shot ZB634KL,https://cdn.kalvo.com/lib/img/brands/asus.svg,https://cdn.kalvo.com/uploads/img/large/asus-zenfone-max-shot-zb634kl.jpg
Realme,6.67,5000,4,50.0,128,130.0,Realme Narzo N65,https://cdn.kalvo.com/lib/img/brands/realme.svg,https://cdn.kalvo.com/uploads/img/large/61849-realme-narzo-n65.jpg
Realme,6.78,5500,12,50.0,256,270.0,Realme GT Neo6,https://cdn.kalvo.com/lib/img/brands/realme.svg,https://cdn.kalvo.com/uploads/img/large/61203-realme-gt-neo6.jpg
Realme,6.67,5000,4,50.0,64,120.0,Realme C65 5G,https://cdn.kalvo.com/lib/img/brands/realme.svg,https://cdn.kalvo.com/uploads/img/large/60851-realme-c65-5g.jpg
Realme,6.72,5000,6,108.0,128,300.0,Realme 12 Lite,https://cdn.kalvo.com/lib/img/brands/realme.svg,https://cdn.kalvo.com/uploads/img/large/60697-realme-12-lite.jpg
Realme,6.67,5000,6,50.0,128,169.52,Realme C65,https://cdn.kalvo.com/lib/img/brands/realme.svg,https://cdn.kalvo.com/uploads/img/large/60161-realme-c65.jpg
Realme,6.78,5500,8,50.0,256,250.0,Realme GT Neo6 SE,https://cdn.kalvo.com/lib/img/brands/realme.svg,https://cdn.kalvo.com/uploads/img/large/60417-realme-gt-neo6-se.jpg
Realme,6.67,5000,6,50.0,128,250.0,Realme 12x,https://cdn.kalvo.com/lib/img/brands/realme.svg,https://cdn.kalvo.com/uploads/img/large/59917-realme-12x.jpg
Realme,6.67,5000,6,50.0,128,387.87,Realme 12+,https://cdn.kalvo.com/lib/img/brands/realme.svg,https://cdn.kalvo.com/uploads/img/large/59313-realme-12-plus.jpg
Realme,6.7,5000,8,50.0,128,329.99,Realme 12 Pro,https://cdn.kalvo.com/lib/img/brands/realme.svg,https://cdn.kalvo.com/uploads/img/large/58827-realme-12-pro.jpg
Realme,6.7,5000,8,64.0,128,429.99,Realme 12 Pro+,https://cdn.kalvo.com/lib/img/brands/realme.svg,https://cdn.kalvo.com/uploads/img/large/58841-realme-12-pro-plus.jpg
Realme,6.74,5000,3,13.0,64,94.89,Realme Note 50,https://cdn.kalvo.com/lib/img/brands/realme.svg,https://cdn.kalvo.com/uploads/img/large/58735-realme-note-50.jpg
Realme,6.72,5000,6,108.0,128,160.0,Realme C67 4G,https://cdn.kalvo.com/lib/img/brands/realme.svg,https://cdn.kalvo.com/uploads/img/large/57785-realme-c67-4g.jpg
Meizu,6.78,5500,16,50.0,256,330.0,Meizu 21 Note,https://cdn.kalvo.com/lib/img/brands/meizu.svg,https://cdn.kalvo.com/uploads/img/large/61383-meizu-21-note.jpg
Meizu,6.79,5050,12,50.0,256,640.0,Meizu 21 Pro,https://cdn.kalvo.com/lib/img/brands/meizu.svg,https://cdn.kalvo.com/uploads/img/large/59323-meizu-21-pro.jpg
Meizu,6.55,4800,8,200.0,256,440.0,Meizu 21,https://cdn.kalvo.com/lib/img/brands/meizu.svg,https://cdn.kalvo.com/uploads/img/large/57303-meizu-21.jpg
Meizu,6.55,4700,16,50.0,256,400.0,Meizu 20 Classic,https://cdn.kalvo.com/lib/img/brands/meizu.svg,https://cdn.kalvo.com/uploads/img/large/56289-meizu-20-classic.jpg
Meizu,6.79,4800,12,50.0,256,820.0,Meizu 20 Infinity,https://cdn.kalvo.com/lib/img/brands/meizu.svg,https://cdn.kalvo.com/uploads/img/large/52681-meizu-20-infinity.jpg
Meizu,6.55,4700,12,50.0,128,400.0,Meizu 20,https://cdn.kalvo.com/lib/img/brands/meizu.svg,https://cdn.kalvo.com/uploads/img/large/50047-meizu-20.jpg
Meizu,6.81,5000,12,50.0,128,530.0,Meizu 20 Pro,https://cdn.kalvo.com/lib/img/brands/meizu.svg,https://cdn.kalvo.com/uploads/img/large/50027-meizu-20-pro.jpg
Meizu,5.45,3070,2,13.0,16,140.0,MEIZU M8c,https://cdn.kalvo.com/lib/img/brands/meizu.svg,https://cdn.kalvo.com/uploads/img/large/meizu-m8c.jpg
Meizu,5.7,3300,3,13.0,32,130.0,MEIZU M6T,https://cdn.kalvo.com/lib/img/brands/meizu.svg,https://cdn.kalvo.com/uploads/img/large/meizu-m6t.jpg
Meizu,6.5,3570,6,20.0,128,480.0,Meizu 16 Plus,https://cdn.kalvo.com/lib/img/brands/meizu.svg,https://cdn.kalvo.com/uploads/img/large/meizu-16-plus.jpg
Meizu,6.0,3010,6,20.0,64,410.0,Meizu 16,https://cdn.kalvo.com/lib/img/brands/meizu.svg,https://cdn.kalvo.com/uploads/img/large/meizu-16.jpg
Meizu,6.0,3100,6,20.0,64,300.0,Meizu 16X,https://cdn.kalvo.com/lib/img/brands/meizu.svg,https://cdn.kalvo.com/uploads/img/large/meizu-16x.jpg
Meizu,5.7,3100,4,12.0,64,150.0,Meizu V8 Pro,https://cdn.kalvo.com/lib/img/brands/meizu.svg,https://cdn.kalvo.com/uploads/img/large/meizu-v8-pro.jpg
Meizu,5.7,3200,3,13.0,32,100.0,MEIZU V8,https://cdn.kalvo.com/lib/img/brands/meizu.svg,https://cdn.kalvo.com/uploads/img/large/meizu-v8.jpg
Meizu,6.2,3210,4,12.0,64,200.0,Meizu X8,https://cdn.kalvo.com/lib/img/brands/meizu.svg,https://cdn.kalvo.com/uploads/img/large/meizu-x8.jpg
Meizu,6.0,3600,4,12.0,64,200.0,Meizu Note 8,https://cdn.kalvo.com/lib/img/brands/meizu.svg,https://cdn.kalvo.com/uploads/img/large/meizu-note-8.jpg
Meizu,6.2,3600,6,48.0,128,420.0,Meizu 16s,https://cdn.kalvo.com/lib/img/brands/meizu.svg,https://cdn.kalvo.com/uploads/img/large/meizu-16s.jpg
Meizu,5.45,3000,3,13.0,32,110.0,Meizu C9 Pro,https://cdn.kalvo.com/lib/img/brands/meizu.svg,https://cdn.kalvo.com/uploads/img/large/meizu-c9-pro.jpg
Meizu,5.45,3000,2,13.0,16,90.0,Meizu C9,https://cdn.kalvo.com/lib/img/brands/meizu.svg,https://cdn.kalvo.com/uploads/img/large/meizu-c9.jpg
Meizu,6.2,4000,4,48.0,64,200.0,Meizu Note 9,https://cdn.kalvo.com/lib/img/brands/meizu.svg,https://cdn.kalvo.com/uploads/img/large/meizu-note-9.jpg
HTC,6.52,3000,2,8.0,16,100.0,HTC Wildfire E star,https://cdn.kalvo.com/lib/img/brands/htc.svg,https://cdn.kalvo.com/uploads/img/large/54137-htc-wildfire-e-star.jpg
HTC,6.7,4600,8,108.0,256,333.99,HTC U23 Pro,https://cdn.kalvo.com/lib/img/brands/htc.svg,https://cdn.kalvo.com/uploads/img/large/51747-htc-u23-pro.jpg
HTC,6.52,5150,2,13.0,32,130.0,HTC Wildfire E plus,https://cdn.kalvo.com/lib/img/brands/htc.svg,https://cdn.kalvo.com/uploads/img/large/44143-htc-wildfire-e-plus.jpg
HTC,6.6,4520,8,64.0,128,460.0,HTC Desire 22 Pro,https://cdn.kalvo.com/lib/img/brands/htc.svg,https://cdn.kalvo.com/uploads/img/large/htc-desire-22-pro.jpg
HTC,5.7,3075,3,13.0,32,200.0,HTC Desire 12s,https://cdn.kalvo.com/lib/img/brands/htc.svg,https://cdn.kalvo.com/uploads/img/large/htc-desire-12s.jpg
HTC,6.2,3850,4,13.0,64,280.0,HTC Desire 19+,https://cdn.kalvo.com/lib/img/brands/htc.svg,https://cdn.kalvo.com/uploads/img/large/htc-desire-19-plus.jpg
HTC,6.0,3930,6,20.0,128,420.0,HTC U19e,https://cdn.kalvo.com/lib/img/brands/htc.svg,https://cdn.kalvo.com/uploads/img/large/htc-u19e.jpg
HTC,6.2,3300,3,12.0,32,150.0,HTC Wildfire X,https://cdn.kalvo.com/lib/img/brands/htc.svg,https://cdn.kalvo.com/uploads/img/large/htc-wildfire-x.jpg
HTC,5.7,3075,4,13.0,64,220.0,HTC Exodus 1s,https://cdn.kalvo.com/lib/img/brands/htc.svg,https://cdn.kalvo.com/uploads/img/large/htc-exodus-1s.jpg
HTC,6.2,3850,3,13.0,32,180.0,HTC Desire 19s,https://cdn.kalvo.com/lib/img/brands/htc.svg,https://cdn.kalvo.com/uploads/img/large/htc-desire-19s.jpg
ZTE,6.6,5000,4,50.0,256,150.0,ZTE Axon 60 Lite,https://cdn.kalvo.com/lib/img/brands/zte.svg,https://cdn.kalvo.com/uploads/img/large/61199-zte-axon-60-lite.jpg
ZTE,6.72,5000,6,50.0,256,200.0,ZTE Axon 60,https://cdn.kalvo.com/lib/img/brands/zte.svg,https://cdn.kalvo.com/uploads/img/large/61177-zte-axon-60.jpg
ZTE,6.6,5000,4,50.0,128,149.78,ZTE nubia Music,https://cdn.kalvo.com/lib/img/brands/zte.svg,https://cdn.kalvo.com/uploads/img/large/59295-zte-nubia-music.jpg
ZTE,6.56,5000,6,108.0,256,200.0,ZTE nubia Focus,https://cdn.kalvo.com/lib/img/brands/zte.svg,https://cdn.kalvo.com/uploads/img/large/59263-zte-nubia-focus.jpg
ZTE,6.9,4310,8,50.0,128,600.0,ZTE nubia Flip,https://cdn.kalvo.com/lib/img/brands/zte.svg,https://cdn.kalvo.com/uploads/img/large/61615-zte-nubia-flip.jpg
ZTE,6.6,5000,4,13.0,64,90.0,ZTE Blade A54,https://cdn.kalvo.com/lib/img/brands/zte.svg,https://cdn.kalvo.com/uploads/img/large/58045-zte-blade-a54.jpg
ZTE,6.8,6000,8,64.0,256,829.0,ZTE nubia Z60 Ultra,https://cdn.kalvo.com/lib/img/brands/zte.svg,https://cdn.kalvo.com/uploads/img/large/57781-zte-nubia-z60-ultra.jpg
ZTE,6.6,5000,4,50.0,128,120.0,ZTE Blade V50 Design 4G,https://cdn.kalvo.com/lib/img/brands/zte.svg,https://cdn.kalvo.com/uploads/img/large/57175-zte-blade-v50-design-4g.jpg
ZTE,6.8,6500,8,50.0,256,749.0,ZTE nubia Red Magic 9 Pro,https://cdn.kalvo.com/lib/img/brands/zte.svg,https://cdn.kalvo.com/uploads/img/large/57057-zte-nubia-red-magic-9-pro.jpg
ZTE,6.8,5500,16,50.0,256,710.0,ZTE nubia Red Magic 9 Pro+,https://cdn.kalvo.com/lib/img/brands/zte.svg,https://cdn.kalvo.com/uploads/img/large/57033-zte-nubia-red-magic-9-pro-plus.jpg
ZTE,6.75,5200,4,50.0,256,109.99,ZTE Blade V50 Vita,https://cdn.kalvo.com/lib/img/brands/zte.svg,https://cdn.kalvo.com/uploads/img/large/56895-zte-blade-v50-vita.jpg
ZTE,6.6,4500,4,50.0,128,200.0,ZTE Blade V50 Design,https://cdn.kalvo.com/lib/img/brands/zte.svg,https://cdn.kalvo.com/uploads/img/large/56081-zte-blade-v50-design.jpg
ZTE,6.67,4800,6,50.0,256,127.33,ZTE Blade V50,https://cdn.kalvo.com/lib/img/brands/zte.svg,https://cdn.kalvo.com/uploads/img/large/56073-zte-blade-v50.jpg
ZTE,6.6,5000,4,50.0,128,88.24,ZTE Blade A73,https://cdn.kalvo.com/lib/img/brands/zte.svg,https://cdn.kalvo.com/uploads/img/large/56063-zte-blade-a73.jpg
ZTE,6.52,5000,4,50.0,128,123.99,ZTE Blade A73 5G,https://cdn.kalvo.com/lib/img/brands/zte.svg,https://cdn.kalvo.com/uploads/img/large/56055-zte-blade-a73-5g.jpg
ZTE,6.75,5000,3,50.0,128,120.0,ZTE Blade A72s,https://cdn.kalvo.com/lib/img/brands/zte.svg,https://cdn.kalvo.com/uploads/img/large/54143-zte-blade-a72s.jpg
Infinix,6.78,5000,12,108.0,512,220.0,Infinix Note 40 5G,https://cdn.kalvo.com/lib/img/brands/infinix.svg,https://cdn.kalvo.com/uploads/img/large/61627-infinix-note-40-5g.jpg
Infinix,6.78,5000,8,108.0,256,250.0,Infinix GT 20 Pro,https://cdn.kalvo.com/lib/img/brands/infinix.svg,https://cdn.kalvo.com/uploads/img/large/60845-infinix-gt-20-pro.jpg
Infinix,6.78,5000,8,108.0,256,180.0,Infinix Note 40,https://cdn.kalvo.com/lib/img/brands/infinix.svg,https://cdn.kalvo.com/uploads/img/large/59745-infinix-note-40.jpg
Infinix,6.78,5000,8,108.0,256,240.0,Infinix Note 40 Pro 4G,https://cdn.kalvo.com/lib/img/brands/infinix.svg,https://cdn.kalvo.com/uploads/img/large/59739-infinix-note-40-pro-4g.jpg
Infinix,6.78,4600,12,108.0,256,290.0,Infinix Note 40 Pro+,https://cdn.kalvo.com/lib/img/brands/infinix.svg,https://cdn.kalvo.com/uploads/img/large/59735-infinix-note-40-pro-plus.jpg
Infinix,6.78,5000,8,108.0,256,270.0,Infinix Note 40 Pro,https://cdn.kalvo.com/lib/img/brands/infinix.svg,https://cdn.kalvo.com/uploads/img/large/59723-infinix-note-40-pro.jpg
Infinix,6.6,6000,4,50.0,64,100.0,Infinix Smart 8 Plus,https://cdn.kalvo.com/lib/img/brands/infinix.svg,https://cdn.kalvo.com/uploads/img/large/58931-infinix-smart-8-plus.jpg
Infinix,6.6,5000,4,50.0,64,100.0,Infinix Smart 8 Pro,https://cdn.kalvo.com/lib/img/brands/infinix.svg,https://cdn.kalvo.com/uploads/img/large/58897-infinix-smart-8-pro.jpg
Infinix,6.6,5000,3,13.0,64,100.0,Infinix Smart 8,https://cdn.kalvo.com/lib/img/brands/infinix.svg,https://cdn.kalvo.com/uploads/img/large/56873-infinix-smart-8.jpg
Infinix,6.78,5000,8,108.0,256,180.0,Infinix Zero 30 4G,https://cdn.kalvo.com/lib/img/brands/infinix.svg,https://cdn.kalvo.com/uploads/img/large/56433-infinix-zero-30-4g.jpg
Infinix,6.67,5000,8,108.0,256,260.0,Infinix GT 10 Pro,https://cdn.kalvo.com/lib/img/brands/infinix.svg,https://cdn.kalvo.com/uploads/img/large/54077-infinix-gt-10-pro.jpg
Infinix,6.67,5000,8,108.0,256,280.0,Infinix Note 30 VIP,https://cdn.kalvo.com/lib/img/brands/infinix.svg,https://cdn.kalvo.com/uploads/img/large/52669-infinix-note-30-vip.jpg
Honor,6.7,5200,8,50.0,256,320.0,Honor 200,https://cdn.kalvo.com/lib/img/brands/honor.svg,https://cdn.kalvo.com/uploads/img/large/61811-honor-200.jpg
Honor,6.78,5200,12,50.0,256,450.0,Honor 200 Pro,https://cdn.kalvo.com/lib/img/brands/honor.svg,https://cdn.kalvo.com/uploads/img/large/61825-honor-200-pro.jpg
Honor,6.7,4500,8,108.0,256,330.0,Honor 200 Lite,https://cdn.kalvo.com/lib/img/brands/honor.svg,https://cdn.kalvo.com/uploads/img/large/60833-honor-200-lite.jpg
Honor,6.8,5330,4,108.0,128,189.75,Honor 90 Smart,https://cdn.kalvo.com/lib/img/brands/honor.svg,https://cdn.kalvo.com/uploads/img/large/60475-honor-90-smart.jpg
Honor,6.8,5600,16,180.0,512,900.0,Honor Magic6 Ultimate,https://cdn.kalvo.com/lib/img/brands/honor.svg,https://cdn.kalvo.com/uploads/img/large/59709-honor-magic6-ultimate.jpg
Honor,7.92,5000,16,50.0,1,2700.0,Honor Magic V2 RSR Porsche Design,https://cdn.kalvo.com/lib/img/brands/honor.svg,https://cdn.kalvo.com/uploads/img/large/58389-honor-magic-v2-rsr-porsche-design.jpg
Honor,6.78,5450,12,50.0,256,570.0,Honor Magic6,https://cdn.kalvo.com/lib/img/brands/honor.svg,https://cdn.kalvo.com/uploads/img/large/58369-honor-magic6.jpg
Honor,6.8,5600,12,180.0,256,999.0,Honor Magic6 Pro,https://cdn.kalvo.com/lib/img/brands/honor.svg,https://cdn.kalvo.com/uploads/img/large/58341-honor-magic6-pro.jpg
Honor,6.78,5800,12,108.0,256,260.0,Honor X50 GT,https://cdn.kalvo.com/lib/img/brands/honor.svg,https://cdn.kalvo.com/uploads/img/large/58149-honor-x50-gt.jpg
Honor,6.78,5800,12,108.0,256,360.0,Honor X50 Pro,https://cdn.kalvo.com/lib/img/brands/honor.svg,https://cdn.kalvo.com/uploads/img/large/58033-honor-x50-pro.jpg
Honor,6.7,5000,12,50.0,256,330.0,Honor 90 GT,https://cdn.kalvo.com/lib/img/brands/honor.svg,https://cdn.kalvo.com/uploads/img/large/57815-honor-90-gt.jpg
Honor,6.7,4500,6,108.0,128,199.0,Honor X8b,https://cdn.kalvo.com/lib/img/brands/honor.svg,https://cdn.kalvo.com/uploads/img/large/57731-honor-x8b.jpg
Honor,6.78,5300,8,108.0,256,289.0,Honor Magic6 Lite,https://cdn.kalvo.com/lib/img/brands/honor.svg,https://cdn.kalvo.com/uploads/img/large/57421-honor-magic6-lite.jpg
Honor,6.8,5330,6,108.0,128,179.0,Honor X7b,https://cdn.kalvo.com/lib/img/brands/honor.svg,https://cdn.kalvo.com/uploads/img/large/57313-honor-x7b.jpg
Honor,6.7,5000,12,50.0,256,320.0,Honor 100,https://cdn.kalvo.com/lib/img/brands/honor.svg,https://cdn.kalvo.com/uploads/img/large/57127-honor-100.jpg
Honor,6.78,5000,12,50.0,256,440.0,Honor 100 Pro,https://cdn.kalvo.com/lib/img/brands/honor.svg,https://cdn.kalvo.com/uploads/img/large/57141-honor-100-pro.jpg
Honor,6.7,4500,12,108.0,256,210.0,Honor X50i+,https://cdn.kalvo.com/lib/img/brands/honor.svg,https://cdn.kalvo.com/uploads/img/large/56913-honor-x50i-plus.jpg
Vivo,6.78,5160,12,50.0,256,340.0,Vivo iQOO Neo9s Pro,https://cdn.kalvo.com/lib/img/brands/vivo.svg,https://cdn.kalvo.com/uploads/img/large/61529-vivo-iqoo-neo9s-pro.jpg
Vivo,6.72,6000,8,50.0,128,140.0,Vivo Y200t,https://cdn.kalvo.com/lib/img/brands/vivo.svg,https://cdn.kalvo.com/uploads/img/large/61519-vivo-y200t.jpg
Vivo,6.78,6000,8,50.0,128,200.0,Vivo Y200 (China),https://cdn.kalvo.com/lib/img/brands/vivo.svg,https://cdn.kalvo.com/uploads/img/large/61507-vivo-y200-china.jpg
Vivo,6.78,6000,8,50.0,128,230.0,Vivo Y200 GT,https://cdn.kalvo.com/lib/img/brands/vivo.svg,https://cdn.kalvo.com/uploads/img/large/61497-vivo-y200-gt.jpg
Vivo,6.78,5100,12,64.0,256,520.0,Vivo X100s,https://cdn.kalvo.com/lib/img/brands/vivo.svg,https://cdn.kalvo.com/uploads/img/large/61265-vivo-x100s.jpg
Vivo,6.78,5400,12,50.0,256,640.0,Vivo X100s Pro,https://cdn.kalvo.com/lib/img/brands/vivo.svg,https://cdn.kalvo.com/uploads/img/large/61251-vivo-x100s-pro.jpg
Vivo,6.78,5500,12,200.0,256,830.0,Vivo X100 Ultra,https://cdn.kalvo.com/lib/img/brands/vivo.svg,https://cdn.kalvo.com/uploads/img/large/61283-vivo-x100-ultra.jpg
Vivo,6.56,5000,4,50.0,64,100.0,Vivo Y18,https://cdn.kalvo.com/lib/img/brands/vivo.svg,https://cdn.kalvo.com/uploads/img/large/61015-vivo-y18.jpg
Vivo,6.67,5000,8,50.0,256,230.0,Vivo Y100 4G,https://cdn.kalvo.com/lib/img/brands/vivo.svg,https://cdn.kalvo.com/uploads/img/large/60991-vivo-y100-4g.jpg
Vivo,6.78,5500,8,50.0,128,310.0,Vivo V30e,https://cdn.kalvo.com/lib/img/brands/vivo.svg,https://cdn.kalvo.com/uploads/img/large/60963-vivo-v30e.jpg
Vivo,6.67,5000,8,50.0,256,250.0,Vivo V30 SE,https://cdn.kalvo.com/lib/img/brands/vivo.svg,https://cdn.kalvo.com/uploads/img/large/60951-vivo-v30-se.jpg
Vivo,6.78,6000,8,50.0,128,190.0,Vivo iQOO Z9 (China),https://cdn.kalvo.com/lib/img/brands/vivo.svg,https://cdn.kalvo.com/uploads/img/large/60821-vivo-iqoo-z9-china.jpg
Vivo,6.72,6000,8,50.0,128,160.0,Vivo iQOO Z9x,https://cdn.kalvo.com/lib/img/brands/vivo.svg,https://cdn.kalvo.com/uploads/img/large/60797-vivo-iqoo-z9x.jpg
Vivo,6.72,6000,8,50.0,256,180.0,Vivo Y200i,https://cdn.kalvo.com/lib/img/brands/vivo.svg,https://cdn.kalvo.com/uploads/img/large/60685-vivo-y200i.jpg
Vivo,6.72,6000,4,50.0,128,150.0,Vivo T3x,https://cdn.kalvo.com/lib/img/brands/vivo.svg,https://cdn.kalvo.com/uploads/img/large/60605-vivo-t3x.jpg
Vivo,6.67,5000,8,50.0,128,280.0,Vivo V30 Lite 4G,https://cdn.kalvo.com/lib/img/brands/vivo.svg,https://cdn.kalvo.com/uploads/img/large/60207-vivo-v30-lite-4g.jpg
Vivo,6.67,5000,12,50.0,256,280.0,Vivo V30 Lite (ME),https://cdn.kalvo.com/lib/img/brands/vivo.svg,https://cdn.kalvo.com/uploads/img/large/60153-vivo-v30-lite-me.jpg
Sony,6.5,5000,12,48.0,256,1399.0,Sony Xperia 1 VI,https://cdn.kalvo.com/lib/img/brands/sony.svg,https://cdn.kalvo.com/uploads/img/large/61333-sony-xperia-1-vi.jpg
Sony,6.1,5000,8,48.0,128,399.0,Sony Xperia 10 VI,https://cdn.kalvo.com/lib/img/brands/sony.svg,https://cdn.kalvo.com/uploads/img/large/61323-sony-xperia-10-vi.jpg
Sony,6.1,5000,8,48.0,128,679.16,Sony Xperia 5 V,https://cdn.kalvo.com/lib/img/brands/sony.svg,https://cdn.kalvo.com/uploads/img/large/54999-sony-xperia-5-v.jpg
Sony,6.1,5000,6,48.0,128,263.77,Sony Xperia 10 V,https://cdn.kalvo.com/lib/img/brands/sony.svg,https://cdn.kalvo.com/uploads/img/large/51583-sony-xperia-10-v.jpg
Sony,6.5,5000,12,48.0,256,865.9,Sony Xperia 1 V,https://cdn.kalvo.com/lib/img/brands/sony.svg,https://cdn.kalvo.com/uploads/img/large/51563-sony-xperia-1-v.jpg
Sony,6.1,5000,8,12.0,128,698.99,Sony Xperia 5 IV,https://cdn.kalvo.com/lib/img/brands/sony.svg,https://cdn.kalvo.com/uploads/img/large/sony-xperia-5-iv.jpg
Sony,6.0,3300,4,19.0,64,510.0,Sony Xperia XZ3,https://cdn.kalvo.com/lib/img/brands/sony.svg,https://cdn.kalvo.com/uploads/img/large/sony-xperia-xz3.jpg
Sony,6.0,3580,4,23.0,32,240.0,Sony Xperia XA2 Plus,https://cdn.kalvo.com/lib/img/brands/sony.svg,https://cdn.kalvo.com/uploads/img/large/sony-xperia-xa2-plus.jpg
Sony,6.0,2870,3,13.0,64,280.0,Sony Xperia 10,https://cdn.kalvo.com/lib/img/brands/sony.svg,https://cdn.kalvo.com/uploads/img/large/sony-xperia-10.jpg
Sony,6.0,5000,6,12.0,128,191.99,Sony Xperia 10 IV,https://cdn.kalvo.com/lib/img/brands/sony.svg,https://cdn.kalvo.com/uploads/img/large/sony-xperia-10-iv.jpg
Sony,6.5,5000,12,12.0,256,849.99,Sony Xperia 1 IV,https://cdn.kalvo.com/lib/img/brands/sony.svg,https://cdn.kalvo.com/uploads/img/large/45101-sony-xperia-1-iv.jpg
Sony,6.5,3330,6,12.0,64,500.0,Sony Xperia 1,https://cdn.kalvo.com/lib/img/brands/sony.svg,https://cdn.kalvo.com/uploads/img/large/sony-xperia-1.jpg
Sony,6.5,3000,4,12.0,64,560.0,Sony Xperia 10 Plus,https://cdn.kalvo.com/lib/img/brands/sony.svg,https://cdn.kalvo.com/uploads/img/large/sony-xperia-10-plus.jpg
Sony,5.7,3300,3,13.0,32,230.0,Sony Xperia L3,https://cdn.kalvo.com/lib/img/brands/sony.svg,https://cdn.kalvo.com/uploads/img/large/sony-xperia-l3.jpg
Sony,6.1,3140,6,12.0,128,500.0,Sony Xperia 5,https://cdn.kalvo.com/lib/img/brands/sony.svg,https://cdn.kalvo.com/uploads/img/large/sony-xperia-5.jpg
Sony,6.2,3580,3,13.0,64,200.0,Sony Xperia L4,https://cdn.kalvo.com/lib/img/brands/sony.svg,https://cdn.kalvo.com/uploads/img/large/sony-xperia-l4.jpg
Sony,6.0,3600,4,12.0,64,700.0,Sony Xperia 10 II,https://cdn.kalvo.com/lib/img/brands/sony.svg,https://cdn.kalvo.com/uploads/img/large/sony-xperia-10-ii.jpg
Sony,6.5,4000,8,12.0,256,700.0,Sony Xperia 1 II,https://cdn.kalvo.com/lib/img/brands/sony.svg,https://cdn.kalvo.com/uploads/img/large/sony-xperia-1-ii.jpg
Sony,6.1,4000,8,12.0,128,650.0,Sony Xperia 5 II,https://cdn.kalvo.com/lib/img/brands/sony.svg,https://cdn.kalvo.com/uploads/img/large/sony-xperia-5-ii.jpg
CAT,6.6,5000,6,50.0,128,600.0,CAT S75,https://cdn.kalvo.com/lib/img/brands/cat.svg,https://cdn.kalvo.com/uploads/img/large/48071-cat-s75.jpg
CAT,6.5,5500,6,48.0,128,530.0,CAT S53,https://cdn.kalvo.com/lib/img/brands/cat.svg,https://cdn.kalvo.com/uploads/img/large/cat-s53.jpg
CAT,2.4,2300,512,2.0,4,110.0,CAT B35,https://cdn.kalvo.com/lib/img/brands/cat.svg,https://cdn.kalvo.com/uploads/img/large/cat-b35.jpg
CAT,5.65,3100,4,12.0,64,440.0,CAT S52,https://cdn.kalvo.com/lib/img/brands/cat.svg,https://cdn.kalvo.com/uploads/img/large/cat-s52.jpg
CAT,5.5,4200,3,13.0,32,300.0,CAT S42,https://cdn.kalvo.com/lib/img/brands/cat.svg,https://cdn.kalvo.com/uploads/img/large/cat-s42.jpg
CAT,5.7,4000,4,48.0,128,440.0,CAT S62,https://cdn.kalvo.com/lib/img/brands/cat.svg,https://cdn.kalvo.com/uploads/img/large/cat-s62.jpg
CAT,5.7,4000,6,12.0,128,530.0,CAT S62 Pro,https://cdn.kalvo.com/lib/img/brands/cat.svg,https://cdn.kalvo.com/uploads/img/large/cat-s62-pro.jpg
CAT,2.8,2000,2,5.0,16,200.0,CAT S22 Flip,https://cdn.kalvo.com/lib/img/brands/cat.svg,https://cdn.kalvo.com/uploads/img/large/cat-s22-flip.jpg
CAT,5.5,4200,3,13.0,32,230.0,CAT S42 H+,https://cdn.kalvo.com/lib/img/brands/cat.svg,https://cdn.kalvo.com/uploads/img/large/cat-s42-h-plus.jpg
CAT,2.4,1800,512,2.0,4,110.0,CAT B40,https://cdn.kalvo.com/lib/img/brands/cat.svg,https://cdn.kalvo.com/uploads/img/large/cat-b40.jpg
Microsoft,8.1,3577,6,11.0,128,650.0,Microsoft Surface Duo,https://cdn.kalvo.com/lib/img/brands/microsoft.svg,https://cdn.kalvo.com/uploads/img/large/microsoft-surface-duo.jpg
Microsoft,8.3,4449,8,16.0,128,1480.0,Microsoft Surface Duo 2,https://cdn.kalvo.com/lib/img/brands/microsoft.svg,https://cdn.kalvo.com/uploads/img/large/microsoft-surface-duo-2.jpg
